Vertex ,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
1113,0.11376813,0.10689879,0.351699617,0.064991661,0.025757179,0.107674576,0.242778165,0.049235141,0.188637869,0.250934844,0.339494797,0.091947836,0.326938529,0.093962504,0.270706616,0.172269429
1114,0.045872497,0.285705385,0.087105047,0.07064937,0.143329171,0.261316098,0.093598592,0.073464616,0.00398145,0.188657239,0.171458228,0.093547097,0.021460866,0.17170235,0.315282044,0.286112853
1115,0.344317956,0.003833075,0.386567727,0.136564901,0.396159118,0.101047784,0.188614555,0.141571071,0.142304286,0.336912839,0.298567576,0.396860574,0.245405873,0.185302642,0.036029545,0.398624568
1116,0.220612261,0.280190988,0.162696955,0.219086283,0.377031093,0.066567775,0.116949034,0.060823891,0.316886362,0.024818104,0.03265266,0.119397645,0.205675272,0.16250992,0.017926524,0.382996623
1117,0.381147808,0.111742529,0.292610246,0.231430165,0.094990678,0.104868621,0.19646127,0.167694777,0.116491731,0.323004639,0.192585167,0.261939225,0.0757094,0.213403065,0.12719042,0.210565444
1118,0.312330333,0.307565284,0.141688271,0.277710847,0.37651598,0.250267732,0.059364049,0.271883452,0.041961755,0.348844164,0.206664198,0.154056295,0.022802638,0.152313494,0.361282667,0.008393199
1119,0.189859263,0.372463236,0.1579364,0.171270275,0.231424022,0.185174933,0.067440676,0.007422216,0.243924663,0.368322635,0.042545653,0.084381088,0.148091794,0.323496892,0.107704127,0.352821762
1120,0.02198315,0.376382649,0.224298831,0.263511071,0.147075809,0.312797714,0.0666265,0.01956473,0.158206777,0.341478286,0.301970735,0.206862388,0.228855099,0.051957131,0.336272603,0.314783873
1121,0.262588158,0.186476415,0.385783707,0.351612789,0.257772197,0.148720399,0.247208911,0.230176371,0.157696795,0.122669589,0.162804317,0.229564562,0.171253938,0.105429795,0.304385327,0.212586998
1122,0.027070065,0.147326602,0.353965383,0.302094612,0.129298714,0.375273261,0.030641163,0.384493882,0.098282037,0.003637672,0.173523215,0.143588172,0.215635602,0.318709144,0.336972321,0.160492
1123,0.171938297,0.059271092,0.019019044,0.256485996,0.02577505,0.293532048,0.215636058,0.079433191,0.215809177,0.073199087,0.175494883,0.319824126,0.184767717,0.059479727,0.289531473,0.074707367
1124,0.29541995,0.191740916,0.181496704,0.340574015,0.28344141,0.013164319,0.118469726,0.348368264,0.007330467,0.218101379,0.291130268,0.248742434,0.304212881,0.29027674,0.276812278,0.328615944
1125,0.258276267,0.160967398,0.188763644,0.286689913,0.350522412,0.10888752,0.136830718,0.372295759,0.231404717,0.071584727,0.265478056,0.396304862,0.329381426,0.298296455,0.083218662,0.350455914
1126,0.210315537,0.355716009,0.131931132,0.024820421,0.190390387,0.107935042,0.286091716,0.382842621,0.27638966,0.354773572,0.181209605,0.308656295,0.337217375,0.284350251,0.203110914,0.250346444
1127,0.280202798,0.101233761,0.323831704,0.380129816,0.186095726,0.280426873,0.294810362,0.264899019,0.218846043,0.352659182,0.179570684,0.024441183,0.33782255,0.269592509,0.339703451,0.055418977
1128,0.012301176,0.373749816,0.059091322,0.323860933,0.329283977,0.28348208,0.052504884,0.26695945,0.355634633,0.170212658,0.165406742,0.177143324,0.032908756,0.356810228,0.347673146,0.399163729
1129,0.234073257,0.300476655,0.081068763,0.267011527,0.25989314,0.360483494,0.332317089,0.375386585,0.347533389,0.347477558,0.025489331,0.338384781,0.242991358,0.152177781,0.02260585,0.27106951
1130,0.1312807,0.187110506,0.272691375,0.364709819,0.330174766,0.180238852,0.155113263,0.095911896,0.1489707,0.044418555,0.388442203,0.229566978,0.051122337,0.141122404,0.218815657,0.213154255
1131,0.014201347,0.380336414,0.110150273,0.006473868,0.030577604,0.232077961,0.055114208,0.016689917,0.151850587,0.249104477,0.044735922,0.125331133,0.167104269,0.063784039,0.202429559,0.034085635
1132,0.018607399,0.207934147,0.099158789,0.038149523,0.169565035,0.366056296,0.289676979,0.326246366,0.348765596,0.389051097,0.305298629,0.243363169,0.146170352,0.072657295,0.27466395,0.397979994
1133,0.186943474,0.289471747,0.19803698,0.172773369,0.164122245,0.201849873,0.146758265,0.299509329,0.349708811,0.353154123,0.091079485,0.358363655,0.136620493,0.123723066,0.290702423,0.121878536
1134,0.021186562,0.149447109,0.28858624,0.130783368,0.251823622,0.264047778,0.293494405,0.358852187,0.1730258,0.066572831,0.127570286,0.172866902,0.285556588,0.00524885,0.126314153,0.311937032
1135,0.268343081,0.292695989,0.324724308,0.313294288,0.272873266,0.175864613,0.393439332,0.227629278,0.081107684,0.117125142,0.277424982,0.369895826,0.071488052,0.032938598,0.352612419,0.366111192
1136,0.110551738,0.15091429,0.264075199,0.131972008,0.350863483,0.043031481,0.015192888,0.083394483,0.114435111,0.045170637,0.026276172,0.302243085,0.065710626,0.36556888,0.147199865,0.268242324
1137,0.090160846,0.096129107,0.229883681,0.22425717,0.307491691,0.303125322,0.268275106,0.179652226,0.356256155,0.249031396,0.396079396,0.327747927,0.017723924,0.128237563,0.228750287,0.288587815
1138,0.220134599,0.314452169,0.113062261,0.07356482,0.021566674,0.229325498,0.275439808,0.130459887,0.245433674,0.020862892,0.039717339,0.280701909,0.147227882,0.268533612,0.332688448,0.341048975
1139,0.068867058,0.194514229,0.293570689,0.309592239,0.313870392,0.091266934,0.077013927,0.236004987,0.296434319,0.127655806,0.041882063,0.286698553,0.119879133,0.06654509,0.059089411,0.125963819
1140,0.237071226,0.143360895,0.008264741,0.038763374,0.116201299,0.263881793,0.039406029,0.224262741,0.047954348,0.084646131,0.068875411,0.026891454,0.268531927,0.185361419,0.332421376,0.039556336
1141,0.057893173,0.122583093,0.306346395,0.122303529,0.163367483,0.120641427,0.032089717,0.375773449,0.219415597,0.315133275,0.263342837,0.205701712,0.035871303,0.257093418,0.062148142,0.165753268
1142,0.251645257,0.3128916,0.27401807,0.268613412,0.059616884,0.138451416,0.017164909,0.287790757,0.381034393,0.105644156,0.035078684,0.190228031,0.342679289,0.220789678,0.01871086,0.389708896
1143,0.331459964,0.052637631,0.368719103,0.180275315,0.148759196,0.184421332,0.333828783,0.263791871,0.023699381,0.383041748,0.059113653,0.298227181,0.254454612,0.075011219,0.06829283,0.348131037
1144,0.167877969,0.261830606,0.201628402,0.290941407,0.19169695,0.114951966,0.145353348,0.343631078,0.187213877,0.085379733,0.373842155,0.318640183,0.022266458,0.399577185,0.277970679,0.06410664
1145,0.094867073,0.276978192,0.311904422,0.095614377,0.102787542,0.122848278,0.239207346,0.068726471,0.04169728,0.271545636,0.311639176,0.200371762,0.145533084,0.172817085,0.155363134,0.383993963
1146,0.307235962,0.083234886,0.153675661,0.217604917,0.245194345,0.187273558,0.324050654,0.307042408,0.202063167,0.341771755,0.300435812,0.311432739,0.382560312,0.106586776,0.107059265,0.355580902
1147,0.308890549,0.370618217,0.025252064,0.251102831,0.057851335,0.201558879,0.062298773,0.051231404,0.004867338,0.252095525,0.143609047,0.042075314,0.129135111,0.067577637,0.376677933,0.128001954
1148,0.133581409,0.335943201,0.259102305,0.284068643,0.254400722,0.378478514,0.082800333,0.395615697,0.332382471,0.235589036,0.26494865,0.259530351,0.02335849,0.087206599,0.384588354,0.213745772
1149,0.151341441,0.304815385,0.209807577,0.005265109,0.294495039,0.292887024,0.066059485,0.382664035,0.089563253,0.183099747,0.045894385,0.241312928,0.150180448,0.141269385,0.330790751,0.003824685
1150,0.319178708,0.228579426,0.394439405,0.235777288,0.022151654,0.020258131,0.353261195,0.336485658,0.13835603,0.247212994,0.195836543,0.386865622,0.37998436,0.393535603,0.346579512,0.363820636
1151,0.086911512,0.332402716,0.283542845,0.385114604,0.228504731,0.034066867,0.238959556,0.274632371,0.088128411,0.157645353,0.239401366,0.149642295,0.149979087,0.053234656,0.376298689,0.300197754
1152,0.000497376,0.306245314,0.295917997,0.003892384,0.147841719,0.242699076,0.181100261,0.311194447,0.170183333,0.061545188,0.39056625,0.096815997,0.287076924,0.057262525,0.131605046,0.176811043
1153,0.076892802,0.179983831,0.062865129,0.223602616,0.265485301,0.024973714,0.348452848,0.074056354,0.09014497,0.264539936,0.187500424,0.19975824,0.051261994,0.322294329,0.246821698,0.054152817
1154,0.149599747,0.324163973,0.227342018,0.043459512,0.149110818,0.097077759,0.206986221,0.337344452,0.174506854,0.173336812,0.362140361,0.230474165,0.226476435,0.104763957,0.243089099,0.230364187
1155,0.158740588,0.396278226,0.352756386,0.299834516,0.214938235,0.184823921,0.073958958,0.12229499,0.30958432,0.181499582,0.352907807,0.059164455,0.203338838,0.258786274,0.206739383,0.355690757
1156,0.395825313,0.046333863,0.051981962,0.052129645,0.272470838,0.149070438,0.293325865,0.162188589,0.251042689,0.307943202,0.219286364,0.215801436,0.03529373,0.164312697,0.218310861,0.18479233
1157,0.3603128,0.362612253,0.328766952,0.15011923,0.286919661,0.158115384,0.09303744,0.137161057,0.028385853,0.132711004,0.184296887,0.382192358,0.125364234,0.360981416,0.09154331,0.076387559
1158,0.207598183,0.269004548,0.0177329,0.088426346,0.182273467,0.132401734,0.285048432,0.204464238,0.064143642,0.357786152,0.11716227,0.292452444,0.311966312,0.38526308,0.199402987,0.246334206
1159,0.133950517,0.271271717,0.185353394,0.175060946,0.342187012,0.020067537,0.352784971,0.340827935,0.202546501,0.196081142,0.144722947,0.397669517,0.044467733,0.236086094,0.272672636,0.373732003
1160,0.312081399,0.257538881,0.046724927,0.149493407,0.055536657,0.352485093,0.299848462,0.303014715,0.260902607,0.202817415,0.059988424,0.131877955,0.054766317,0.289965257,0.06409151,0.28084542
1161,0.276902156,0.183721792,0.054091462,0.12592033,0.128037244,0.280154053,0.045497208,0.331627458,0.304402916,0.074522767,0.287665753,0.267405273,0.29924832,0.075571422,0.063036129,0.094593594
1162,0.146348681,0.317465992,0.295169575,0.370180637,0.023451824,0.004622512,0.279655532,0.111714998,0.133631558,0.21872081,0.040965249,0.257077767,0.130058978,0.25308605,0.333602765,0.068444533
1163,0.372349237,0.212275256,0.369171106,0.083092033,0.241825066,0.161554847,0.309688876,0.242363577,0.197806183,0.365194163,0.150846826,0.087992082,0.243240475,0.249611375,0.175637849,0.194644017
1164,0.383821366,0.293074277,0.044240701,0.084852028,0.390230654,0.290586222,0.36601805,0.121544586,0.296746744,0.285601083,0.117875994,0.22032653,0.250966045,0.192452724,0.330871483,0.333147617
1165,0.340240219,0.321369428,0.195233391,0.152575319,0.332550513,0.196080583,0.098548559,0.202937413,0.056739929,0.276651796,0.134368513,0.104263519,0.382603498,0.310752398,0.314827801,0.249488788
1166,0.335669124,0.303664992,0.239509482,0.384449761,0.07663798,0.377351888,0.160575265,0.211359593,0.049095728,0.216042976,0.244482701,0.399080617,0.390076964,0.386558917,0.139355224,0.396506599
1167,0.182191261,0.340734504,0.086527988,0.202333272,0.386404838,0.378812559,0.273493951,0.319125729,0.070570679,0.28866342,0.247220323,0.036620694,0.045263603,0.043377447,0.289742774,0.056686083
1168,0.187092908,0.142792722,0.220201656,0.282590595,0.273889015,0.206207966,0.185733949,0.159126238,0.344763979,0.132340722,0.103746328,0.297326197,0.143905385,0.33879944,0.131155487,0.28077793
1169,0.018043603,0.154225152,0.13729207,0.326671496,0.386822161,0.184352511,0.329934511,0.27987788,0.386954395,0.324443406,0.030991226,0.285312689,0.214199886,0.006574423,0.100525183,0.368702098
1170,0.370424549,0.319540184,0.392711841,0.32261809,0.004081675,0.115133736,0.012249673,0.037643187,0.087536327,0.201423419,0.339012801,0.344786702,0.246480743,0.371270376,0.200024931,0.355614418
1171,0.181626103,0.110890003,0.366565167,0.15517403,0.201361644,0.131544253,0.26513504,0.39801249,0.01020542,0.359939202,0.001570423,0.145691152,0.067442723,0.302936712,0.020244336,0.221393981
1172,0.117970454,0.0534681,0.308727285,0.086966734,0.089470085,0.110030714,0.234706706,0.263866373,0.007041009,0.096747854,0.172388337,0.132790781,0.353668263,0.315083492,0.250356086,0.135216966
1173,0.280268938,0.337455205,0.237932151,0.313784587,0.299641985,0.228694924,0.124873287,0.298312863,0.082718547,0.311795339,0.321818677,0.328857952,0.189166388,0.076992307,0.03988944,0.2973445
1174,0.354504554,0.260335344,0.057664024,0.373958579,0.395640806,0.173351444,0.237930116,0.310891408,0.294555916,0.387114877,0.045953236,0.232289946,0.276772568,0.35603937,0.349643851,0.391199917
1175,0.204831382,0.332304347,0.170912683,0.168925551,0.101339346,0.327294915,0.394326042,0.102536691,0.022452635,0.326216975,0.248092021,0.38387952,0.100895688,0.028411063,0.196976904,0.034186409
1176,0.104716,0.050391144,0.089652872,0.042457861,0.3815624,0.111425085,0.177559034,0.359444723,0.270928635,0.247214992,0.282225276,0.331528903,0.351067707,0.257055868,0.35600291,0.214159011
1177,0.110916343,0.352030684,0.216589131,0.362455035,0.016067126,0.159006301,0.379122007,0.099860037,0.376614498,0.381560984,0.352856926,0.225467218,0.25877578,0.347846799,0.310358833,0.25203754
1178,0.392903763,0.274270655,0.390192797,0.02295539,0.055584148,0.180583538,0.153951784,0.313093937,0.064245611,0.390438072,0.12602635,0.171569483,0.109898013,0.231745447,0.02345148,0.059871002
1179,0.298319081,0.074600233,0.094205781,0.317192894,0.037320471,0.174989529,0.009225355,0.13872296,0.279592561,0.036041312,0.355333851,0.363799617,0.04199615,0.396292975,0.119011821,0.033640668
1180,0.002026846,0.163409158,0.251923994,0.1328717,0.334686946,0.28664251,0.140064613,0.293723867,0.376195095,0.037238399,0.122441584,0.185330376,0.199196051,0.216878258,0.120250763,0.266903858
1181,0.258033801,0.231128603,0.045504689,0.190787156,0.142490755,0.196415388,0.368746574,0.192212537,0.005592317,0.175534695,0.328259272,0.312024369,0.205356029,0.099907605,0.186035465,0.225480888
1182,0.399948575,0.257671236,0.277705972,0.196581657,0.14179582,0.325181193,0.19797293,0.397876052,0.18284823,0.027200113,0.273031255,0.01865658,0.100200639,0.141495301,0.295793434,0.197694371
1183,0.011458373,0.246739941,0.164574495,0.368733804,0.199824924,0.283590058,0.087547397,0.304389426,0.288382124,0.361632683,0.013528657,0.179000279,0.271662161,0.03806556,0.164241627,0.376858641
1184,0.174373796,0.394161913,0.022735624,0.28713191,0.232406494,0.200215871,0.388338961,0.05186016,0.358399581,0.276496164,0.103598429,0.360667658,0.171717967,0.325690931,0.155534607,0.340372331
1185,0.254651647,0.056418653,0.259865265,0.076537905,0.164769051,0.068118234,0.008806446,0.084754616,0.214548809,0.192624387,0.200598838,0.099074751,0.27406448,0.281705315,0.14318713,0.352468035
1186,0.257609287,0.28521571,0.110935967,0.000244654,0.346150245,0.328969754,0.049276755,0.149642054,0.264535723,0.260844343,0.344140134,0.056107265,0.171975899,0.038889767,0.155838099,0.006042978
1187,0.359309226,0.210817599,0.339920904,0.02396188,0.090983244,0.103751998,0.154676598,0.321146549,0.154623149,0.081861412,0.025996104,0.031796699,0.304018882,0.177921196,0.290472449,0.272914849
1188,0.054144985,0.057155174,0.302136806,0.288507317,0.151212307,0.030968905,0.004839209,0.11526278,0.003688909,0.092029048,0.167800296,0.048566306,0.041711103,0.358574974,0.234188012,0.373782275
1189,0.138330466,0.270857975,0.08187667,0.247336127,0.051834292,0.000832256,0.372612721,0.22195775,0.370776265,0.133532609,0.131114428,0.160262001,0.282416394,0.226323454,0.370141963,0.01017636
1190,0.283278375,0.132131076,0.072093461,0.204158249,0.202025514,0.054804411,0.080758422,0.163265866,0.163524565,0.127023256,0.059418061,0.001749472,0.388094025,0.377399692,0.193460152,0.398020701
1191,0.269461732,0.027543015,0.04708728,0.366444338,0.252020881,0.337273451,0.35930786,0.179176805,0.019410381,0.07531214,0.026628779,0.075495938,0.164213171,0.047278724,0.066693299,0.178328713
1192,0.13606838,0.18706325,0.171668811,0.25779121,0.37487582,0.043145735,0.03970406,0.341122444,0.202558682,0.306562009,0.086168761,0.331545029,0.36953865,0.254193206,0.042351609,0.358117926
1193,0.316995091,0.300351111,0.014691276,0.31958501,0.055180404,0.08895447,0.230853934,0.105992309,0.264539283,0.243228179,0.043259839,0.262405832,0.369581964,0.064443962,0.238824808,0.136746149
1194,0.183844669,0.114800072,0.141652255,0.011564729,0.392620695,0.249919969,0.200282236,0.15348614,0.215749824,0.152042399,0.143963171,0.185578617,0.110393213,0.07201996,0.222642359,0.337106174
1195,0.061131271,0.013093736,0.098724698,0.391888257,0.331503229,0.238346421,0.371699566,0.178111647,0.393312241,0.118520818,0.0961223,0.25521928,0.151261587,0.250546217,0.121998207,0.247167303
1196,0.110298504,0.020388828,0.364854361,0.353282081,0.38831926,0.28661087,0.273088471,0.223601228,0.050376967,0.075694124,0.115787875,0.356062545,0.06918781,0.36914927,0.209114293,0.286227854
1197,0.044097795,0.10761342,0.383407443,0.106459979,0.118608688,0.079038954,0.051629466,0.093303057,0.256930757,0.182147093,0.221502335,0.048945932,0.320846579,0.31363788,0.008635964,0.153406038
1198,0.027508241,0.316842312,0.294907873,0.360795238,0.094561584,0.182518353,0.073795151,0.148493974,0.208897301,0.021332316,0.285948164,0.217317344,0.331583607,0.1087122,0.361328442,0.399477701
1199,0.367719375,0.31115699,0.324947521,0.229497697,0.076061545,0.270816274,0.285101201,0.394154056,0.216520527,0.108547606,0.273469009,0.391750328,0.070885563,0.130399167,0.216752382,0.068085854
1200,0.008888256,0.134793249,0.346148321,0.01738736,0.171571624,0.304880309,0.381273039,0.39419016,0.168787752,0.380153718,0.014167589,0.298366775,0.257098414,0.099808743,0.2029274,0.051821495
1201,0.34863886,0.143159234,0.250417788,0.063510515,0.082465938,0.396782548,0.301234558,0.384788748,0.118340466,0.065825151,0.201227385,0.197867313,0.069978606,0.293287828,0.144711014,0.074546092
1202,0.132793358,0.22546348,0.290588373,0.192756354,0.210237996,0.055578374,0.36587637,0.371489679,0.273370636,0.007052564,0.214829686,0.251687589,0.397861689,0.398426782,0.343044494,0.025532397
1203,0.381310556,0.245064499,0.320354708,0.16287714,0.127867788,0.185297658,0.058749805,0.142826456,0.343047,0.015180195,0.060351219,0.050046464,0.161230217,0.39879476,0.069343172,0.05819306
1204,0.366022292,0.352820207,0.012896148,0.300682384,0.262186281,0.307096324,0.197800982,0.396551687,0.017538807,0.093748635,0.158618395,0.179911177,0.368546961,0.224001746,0.018044398,0.163145185
1205,0.166596165,0.386196375,0.239678836,0.254260428,0.285301213,0.308015726,0.254020428,0.09487774,0.349618366,0.29284792,0.296748194,0.398622696,0.321010614,0.331660561,0.380562206,0.0604536
1206,0.199090951,0.232226809,0.131710292,0.335761338,0.304967849,0.28835323,0.398859776,0.103752549,0.294182901,0.22056179,0.125195673,0.064234748,0.358353535,0.238182193,0.329973535,0.218137994
1207,0.087990832,0.135019525,0.152615537,0.389173925,0.002253311,0.394266409,0.392184654,0.398460316,0.190635272,0.385523588,0.158239673,0.010517776,0.089738875,0.378118498,0.005505877,0.218397654
1208,0.030240636,0.114558631,0.03523714,0.343811448,0.236428284,0.360842586,0.27534128,0.388411652,0.203951062,0.255484233,0.230523528,0.193704172,0.338383746,0.257810054,0.320524906,0.314545575
1209,0.076418064,0.260065413,0.079859208,0.233328191,0.270973874,0.398894029,0.012216791,0.036496958,0.030810679,0.159344515,0.328635345,0.337622533,0.294791838,0.358751297,0.129143978,0.035261858
1210,0.023261211,0.340853088,0.292174518,0.279446122,0.135870535,0.151962075,0.383245412,0.025521898,0.309492695,0.123853329,0.015621847,0.297028044,0.132364754,0.288859007,0.283061753,0.21391475
1211,0.310949252,0.23241533,0.114654741,0.29364612,0.235655926,0.005090913,0.360657671,0.218257447,0.347450906,0.353094736,0.177986663,0.203063999,0.166301755,0.17977471,0.358058864,0.315257606
1212,0.050610271,0.244123113,0.398362656,0.23822028,0.31434865,0.307624589,0.14012701,0.148739721,0.289630569,0.199993413,0.228228284,0.285162316,0.311030011,0.108606631,0.058717504,0.116717859
1213,0.20301533,0.136856527,0.227345104,0.02138629,0.203900165,0.147193963,0.213866702,0.169013342,0.11369034,0.361643162,0.073905995,0.27254623,0.369857885,0.215467984,0.350563395,0.049940591
1214,0.197515508,0.182810112,0.003247523,0.177302937,0.147611903,0.267919491,0.375331911,0.034316435,0.130990555,0.177625895,0.182074151,0.309923888,0.177358266,0.010864521,0.284041638,0.353931878
1215,0.205561885,0.232443409,0.065174576,0.088258378,0.094068096,0.17229679,0.371258088,0.208713907,0.076839058,0.106435094,0.153606012,0.24930359,0.176013261,0.156977938,0.22589144,0.096733998
1216,0.031561309,0.009765726,0.100503665,0.036636814,0.134536255,0.309173416,0.286517732,0.244371049,0.341000098,0.11282705,0.354021501,0.159695668,0.160357327,0.162140645,0.039237746,0.390196199
1217,0.055402711,0.13635429,0.127720128,0.029871773,0.060904052,0.017943334,0.116961797,0.34666277,0.135776882,0.049476733,0.258277547,0.398640365,0.092929516,0.111828402,0.388738822,0.071510515
1218,0.204485627,0.095860853,0.372940759,0.392608406,0.325879138,0.125913526,0.16139499,0.096922273,0.356303187,0.365823311,0.167548265,0.262613228,0.066221272,0.17397436,0.252599643,0.154161247
1219,0.14303981,0.000399597,0.321717386,0.355735045,0.387785412,0.287708554,0.219516925,0.107713808,0.39971979,0.235901142,0.272461629,0.272962465,0.338100718,0.003869016,0.088098776,0.2662136
1220,0.358058295,0.274135513,0.165396517,0.144622198,0.295179203,0.296495079,0.242823197,0.11658681,0.370061927,0.220751977,0.316196942,0.085723305,0.137616315,0.349831807,0.020042812,0.204926125
1221,0.192682192,0.300492076,0.112757508,0.087626729,0.370453136,0.228683861,0.041875827,0.077214465,0.399530424,0.078243599,0.244190205,0.168051232,0.354239638,0.302067437,0.238780559,0.004295593
1222,0.351918083,0.177866988,0.372631061,0.198215605,0.277689796,0.02771706,0.298060661,0.135198413,0.140543606,0.047462338,0.058742859,0.074303622,0.131282467,0.356787965,0.147304095,0.289745083
1223,0.033099002,0.23643952,0.192756493,0.391183179,0.338483108,0.181931909,0.310057106,0.077215497,0.224934531,0.029847622,0.139235613,0.090344873,0.287563926,0.196036276,0.300428192,0.206118175
1224,0.034593777,0.29414706,0.333291706,0.36141249,0.228796778,0.301434144,0.300817735,0.062299904,0.065688275,0.028354202,0.127965454,0.189403435,0.399159141,0.172397337,0.290497035,0.277358811
1225,0.08179278,0.023402861,0.218402701,0.280122237,0.399300716,0.143444421,0.358545825,0.152772982,0.275764683,0.239301172,0.021191517,0.031355371,0.008305636,0.148333634,0.29832042,0.069102158
1226,0.242341187,0.115531112,0.31879705,0.31935846,0.310165806,0.209933406,0.113826684,0.323777618,0.074440225,0.115903841,0.073579082,0.269684064,0.274494411,0.261003997,0.166240587,0.040068403
1227,0.364467834,0.203092386,0.162788878,0.235529957,0.077116174,0.053019512,0.162210089,0.090888278,0.097716118,0.357004595,0.212303671,0.193387626,0.275791837,0.380619245,0.044879426,0.333413827
1228,0.233607672,0.058466142,0.118859727,0.192944567,0.276470858,0.097042807,0.213951526,0.273868651,0.1794963,0.345210384,0.347783641,0.188276487,0.389170284,0.030234037,0.001344951,0.152267306
1229,0.240438825,0.251680063,0.190578295,0.049953325,0.068199009,0.340859194,0.347164453,0.269559415,0.265687189,0.239072851,0.081170354,0.17130028,0.278357861,0.214900909,0.007432134,0.381422723
1230,0.337926421,0.104218006,0.246583574,0.369295753,0.038404405,0.201211792,0.18249721,0.164082002,0.334235444,0.152258459,0.025465333,0.026335097,0.017097843,0.163658169,0.287362511,0.081488985
1231,0.258587408,0.274835389,0.10208085,0.240223062,0.273947336,0.186645449,0.134686639,0.247660621,0.391138835,0.170736564,0.156694039,0.185706761,0.030487357,0.221265312,0.131478955,0.048568849
1232,0.186502696,0.001353595,0.160714098,0.042294107,0.009717081,0.329790018,0.366499521,0.083069859,0.215719306,0.111183263,0.197430975,0.174652528,0.107620422,0.280157432,0.050596384,0.021229113
1233,0.307070173,0.266372012,0.19941045,0.187115908,0.198964552,0.17480963,0.157156918,0.199876241,0.211406068,0.276760926,0.284482864,0.151051632,0.165416209,0.149478868,0.214614309,0.181341415
1234,0.355838585,0.278544507,0.359462554,0.283654797,0.388396859,0.254294711,0.385420055,0.063267956,0.020991072,0.231650074,0.393397282,0.167042099,0.084817345,0.20861658,0.25951945,0.126071478
1235,0.285907743,0.390045803,0.358785249,0.116634149,0.130689473,0.14861649,0.157821111,0.0401278,0.304785136,0.146135705,0.351927991,0.370776249,0.009772524,0.395401228,0.284009093,0.20815689
1236,0.155811043,0.207407253,0.12984989,0.249075125,0.037192111,0.248449041,0.11013794,0.007053932,0.221082306,0.231379102,0.170627602,0.028914493,0.357337181,0.244572323,0.04628532,0.204372231
1237,0.198901726,0.024160748,0.242743881,0.32333056,0.299603222,0.081187766,0.344917012,0.137016866,0.378603351,0.028699186,0.194483475,0.238849751,0.099060039,0.308552075,0.250758272,0.007243775
1238,0.243347436,0.196591294,0.078411681,0.398299291,0.358864878,0.117003078,0.216428368,0.126600856,0.310198301,0.372132573,0.143531443,0.3222337,0.199363017,0.158631425,0.375368741,0.204161875
1239,0.1869642,0.268973761,0.10449368,0.129917148,0.372818334,0.271411938,0.330654859,0.108444705,0.217516076,0.388558507,0.12748156,0.064190591,0.204354403,0.155128435,0.063830893,0.355420553
1240,0.396289564,0.227432872,0.309870707,0.343615348,0.280392802,0.01766242,0.063053693,0.028395676,0.003951843,0.122398564,0.156942384,0.096411893,0.025841859,0.211945236,0.109327728,0.318414862
1241,0.003221049,0.337010821,0.381901472,0.286454025,0.293457626,0.373424925,0.083628514,0.397826227,0.309392481,0.290628283,0.144436232,0.218310994,0.261567115,0.248137145,0.281993855,0.032952696
1242,0.142259373,0.173600007,0.104251719,0.069050908,0.055570992,0.146553357,0.19737668,0.025190576,0.378583238,0.306097329,0.292340709,0.06914421,0.241520307,0.211889979,0.392987538,0.299068708
1243,0.230304753,0.340325067,0.062037708,0.006086612,0.276093333,0.039324584,0.046173456,0.297872291,0.108213938,0.251452486,0.36696277,0.126589813,0.086857663,0.042625153,0.052184945,0.024889078
1244,0.035056952,0.172801836,0.128346018,0.282624326,0.348096663,0.313909281,0.212254903,0.040976846,0.283906914,0.14513149,0.034260158,0.336986563,0.135286607,0.087299533,0.348580826,0.360853547
1245,0.135588335,0.141920568,0.231851411,0.293376598,0.025259681,0.237337463,0.381128025,0.104837559,0.363530886,0.380067336,0.107661456,0.301680746,0.095510003,0.295044465,0.318967989,0.098882281
1246,0.286347817,0.324841816,0.143431549,0.06708111,0.036785827,0.230152681,0.391239248,0.329180128,0.174335856,0.214648361,0.111811154,0.065226347,0.192832463,0.185400626,0.208771981,0.381121834
1247,0.24155812,0.242308735,0.051209905,0.398595546,0.309137978,0.350881338,0.165720165,0.200851238,0.208833524,0.077637816,0.275795663,0.361190689,0.065482327,0.034527309,0.295287562,0.109280733
1248,0.249545017,0.278303335,0.128764305,0.326057839,0.219995593,0.347599763,0.305317421,0.347430253,0.008064553,0.097402504,0.036003176,0.176833207,0.355984049,0.187016105,0.339885218,0.130871295
1249,0.135828029,0.358224692,0.170326859,0.315906195,0.094657419,0.379520332,0.229831299,0.303729427,0.03580628,0.19706569,0.360415399,0.350815452,0.018725583,0.121479388,0.177328003,0.068905926
1250,0.291999324,0.073804798,0.138655878,0.265312255,0.192835738,0.295428415,0.38448316,0.046618675,0.283827087,0.092137662,0.165790691,0.01314509,0.054362953,0.127910916,0.136794322,0.359834087
1251,0.296725164,0.388873187,0.239628604,0.096685493,0.131062012,0.127934369,0.130597731,0.269185669,0.212323171,0.154169671,0.059635907,0.008855665,0.087533871,0.042988562,0.314178012,0.044999183
1252,0.289691295,0.154263476,0.029351356,0.32509202,0.231852228,0.094304605,0.35787247,0.018103326,0.080727843,0.300818771,0.283751172,0.115708677,0.02480995,0.343231229,0.125479055,0.078285366
