age,annual_income,purchase_amount,gender,city,product_category,payment_method,is_returned
44,86081,370.5,Other,Los Angeles,Electronics,Credit Card,True
39,91735,402.4,Male,New York,Beauty,Credit Card,True
36,73068,285.15,Male,San Antonio,Clothing,Credit Card,True
42,84462,345.28,Other,Philadelphia,Clothing,PayPal,True
49,84252,351.3,Female,Dallas,Electronics,Debit Card,True
50,78131,305.74,Other,Chicago,Sports,Credit Card,False
45,122942,839.62,Other,Dallas,Beauty,Debit Card,True
48,109434,619.95,Female,Houston,Electronics,UPI,False
49,76676,282.27,Other,New York,Electronics,PayPal,False
40,75436,307.57,Female,Chicago,Electronics,Debit Card,False
48,74294,290.04,Male,Los Angeles,Beauty,PayPal,True
42,83860,317.77,Other,Houston,Beauty,UPI,False
45,125393,939.78,Male,Chicago,Home,Debit Card,False
40,116091,733.9,Male,Los Angeles,Clothing,PayPal,True
48,91863,401.16,Male,San Jose,Beauty,Debit Card,True
52,84244,346.75,Male,Houston,Electronics,Debit Card,True
52,76205,321.22,Female,Los Angeles,Clothing,PayPal,False
52,110722,614.96,Male,San Antonio,Beauty,Credit Card,True
44,58240,236.37,Female,Phoenix,Home,PayPal,True
51,105239,515.77,Other,Phoenix,Clothing,Debit Card,False
37,124398,882.23,Female,San Jose,Electronics,Credit Card,False
49,48485,167.57,Other,Phoenix,Home,Credit Card,True
45,110662,609.45,Other,Philadelphia,Clothing,PayPal,False
45,111692,607.08,Male,Philadelphia,Electronics,Credit Card,True
50,104469,513.58,Female,New York,Home,PayPal,False
50,109312,575.52,Female,Phoenix,Clothing,Debit Card,False
29,56895,239.7,Other,Chicago,Electronics,Debit Card,True
42,69732,267.26,Other,Dallas,Home,UPI,True
50,96346,415.67,Other,Houston,Electronics,Debit Card,True
51,127828,856.2,Male,Dallas,Beauty,Debit Card,False
35,51862,237.33,Female,San Diego,Home,UPI,False
41,80617,331.48,Other,New York,Electronics,Debit Card,True
30,57823,243.75,Male,San Antonio,Home,PayPal,True
51,56354,226.49,Female,Chicago,Clothing,PayPal,False
37,68420,280.53,Male,San Jose,Clothing,Credit Card,False
36,76981,326.39,Female,Los Angeles,Home,Credit Card,False
45,102764,493.36,Female,San Jose,Clothing,Credit Card,False
44,93816,398.53,Other,Houston,Home,PayPal,False
47,85158,350.09,Female,San Diego,Sports,Debit Card,False
39,107264,535.58,Male,San Diego,Beauty,UPI,True
55,88317,349.19,Other,Los Angeles,Sports,Credit Card,True
45,118497,811.61,Female,San Diego,Sports,PayPal,True
45,115205,711.82,Male,San Jose,Clothing,Debit Card,True
44,103860,498.83,Other,Dallas,Beauty,PayPal,True
57,66177,227.42,Female,San Antonio,Home,UPI,False
56,122883,858.08,Female,San Antonio,Electronics,Debit Card,True
46,96888,418.2,Other,San Diego,Clothing,Debit Card,False
30,81993,332.23,Male,Los Angeles,Electronics,Credit Card,True
39,87926,352.9,Male,San Diego,Electronics,PayPal,True
37,93753,399.51,Male,Houston,Home,UPI,True
46,111073,622.01,Other,New York,Clothing,Debit Card,True
42,88632,392.21,Other,San Antonio,Beauty,Debit Card,False
36,125886,867.03,Female,Philadelphia,Electronics,PayPal,False
45,49821,203.78,Female,San Jose,Home,Credit Card,True
50,102616,517.56,Female,Dallas,Sports,Debit Card,True
45,107678,595.22,Other,Dallas,Sports,Credit Card,False
39,82974,357.81,Male,Dallas,Sports,UPI,False
35,70747,280.37,Male,New York,Electronics,PayPal,False
39,94132,407.89,Other,Los Angeles,Clothing,Debit Card,True
44,69405,272.66,Male,San Jose,Clothing,PayPal,True
44,100780,468.15,Other,San Antonio,Clothing,Credit Card,False
39,112372,632.16,Other,San Jose,Electronics,PayPal,True
36,123821,865.1,Male,San Diego,Clothing,Credit Card,True
58,109119,601.15,Other,San Antonio,Beauty,Debit Card,True
41,69660,266.18,Female,San Diego,Beauty,Debit Card,True
49,105181,508.32,Male,New York,Electronics,Credit Card,False
51,94606,420.91,Other,San Diego,Clothing,UPI,False
39,114501,669.77,Male,San Diego,Clothing,PayPal,False
60,104601,557.32,Male,Philadelphia,Clothing,Credit Card,True
50,100312,451.45,Male,Chicago,Electronics,UPI,False
50,106940,604.6,Male,Chicago,Beauty,UPI,False
41,97909,440.9,Male,Phoenix,Home,Credit Card,False
40,108756,561.21,Male,New York,Clothing,Credit Card,False
47,124369,917.11,Male,Chicago,Electronics,PayPal,False
50,78346,307.06,Female,Philadelphia,Electronics,Debit Card,True
45,118536,749.19,Other,San Antonio,Home,Debit Card,False
34,67875,273.42,Male,San Diego,Home,PayPal,False
47,92270,393.5,Male,Philadelphia,Beauty,UPI,True
44,59042,233.02,Male,New York,Electronics,UPI,True
39,84116,347.21,Other,San Diego,Beauty,Debit Card,False
34,102401,493.94,Other,Chicago,Beauty,PayPal,False
48,76745,298.22,Male,Chicago,Electronics,Debit Card,False
34,98692,453.85,Male,San Diego,Electronics,UPI,False
50,88186,357.79,Female,San Jose,Beauty,UPI,True
48,107884,547.17,Female,San Diego,Sports,Debit Card,False
55,112689,689.3,Other,Los Angeles,Electronics,UPI,True
47,98812,505.46,Female,Chicago,Electronics,UPI,False
36,100186,469.14,Female,New York,Electronics,UPI,False
44,109528,594.29,Female,Dallas,Sports,PayPal,True
50,113178,647.54,Female,Los Angeles,Clothing,Debit Card,True
44,87584,337.81,Female,San Jose,Clothing,Credit Card,True
37,92503,406.1,Male,Los Angeles,Electronics,Credit Card,True
45,82017,331.08,Female,Houston,Sports,UPI,True
35,95843,407.95,Female,San Diego,Clothing,Debit Card,False
48,54282,218.3,Female,San Diego,Beauty,PayPal,True
41,122766,866.75,Other,San Diego,Beauty,Credit Card,False
36,90301,372.98,Female,Philadelphia,Home,Credit Card,False
52,124429,866.48,Other,San Jose,Electronics,PayPal,False
43,104040,507.44,Female,New York,Clothing,UPI,True
41,45225,196.79,Female,Dallas,Clothing,UPI,False
43,91541,394.07,Male,San Antonio,Beauty,PayPal,True
45,71064,271.25,Other,Phoenix,Sports,UPI,True
58,103010,491.8,Female,Chicago,Home,Debit Card,True
42,115794,727.16,Other,Houston,Clothing,Debit Card,True
37,75413,319.75,Other,San Antonio,Home,Credit Card,False
41,55949,235.44,Female,Chicago,Electronics,Debit Card,False
41,53903,208.54,Other,Philadelphia,Sports,Credit Card,True
42,63633,262.2,Female,Houston,Beauty,UPI,False
48,109325,544.04,Male,Chicago,Sports,Debit Card,False
38,66741,251.41,Other,New York,Beauty,PayPal,False
34,122000,788.01,Female,Philadelphia,Clothing,Credit Card,False
32,98714,456.61,Male,Houston,Sports,UPI,True
46,117525,762.05,Male,Phoenix,Beauty,Debit Card,True
29,122186,784.23,Other,New York,Clothing,UPI,True
35,63085,264.39,Other,Los Angeles,Beauty,Credit Card,True
32,71612,298.24,Female,New York,Electronics,Debit Card,True
34,43242,211.07,Female,San Diego,Electronics,UPI,True
47,120581,800.04,Female,Chicago,Clothing,PayPal,True
41,107274,568.03,Other,San Diego,Electronics,PayPal,True
45,62105,252.91,Other,Houston,Clothing,UPI,True
39,73260,292.6,Male,Houston,Sports,PayPal,True
27,69068,300.48,Female,Dallas,Sports,UPI,False
51,108122,568.59,Other,Houston,Electronics,Debit Card,True
32,43243,199.61,Other,Houston,Sports,Debit Card,False
40,70293,290.16,Female,San Jose,Sports,Credit Card,False
45,103520,494.35,Male,Philadelphia,Clothing,Debit Card,True
36,107276,526.76,Other,Philadelphia,Home,UPI,False
40,117845,782.56,Female,San Antonio,Clothing,UPI,True
42,136979,1219.34,Male,New York,Clothing,PayPal,False
40,66565,268.37,Other,New York,Clothing,PayPal,False
41,85914,339.41,Male,San Jose,Home,PayPal,False
47,95331,400.56,Male,Chicago,Home,Debit Card,False
35,75280,293.82,Other,New York,Clothing,UPI,False
43,131504,1048.82,Other,San Jose,Electronics,PayPal,False
48,60934,236.89,Male,San Jose,Home,Credit Card,True
28,85768,378.66,Male,Dallas,Beauty,Debit Card,True
45,86655,356.53,Other,Houston,Sports,UPI,False
47,104050,507.13,Female,Chicago,Clothing,Credit Card,True
40,68592,279.46,Male,Philadelphia,Beauty,PayPal,False
36,89913,369.25,Male,Houston,Beauty,PayPal,True
54,139778,1071.68,Male,San Antonio,Beauty,Credit Card,True
47,90490,380.28,Male,San Antonio,Clothing,Credit Card,True
43,65869,253.79,Male,San Antonio,Electronics,PayPal,True
54,106716,575.03,Female,Dallas,Sports,Debit Card,True
48,116841,729.24,Other,Philadelphia,Clothing,Debit Card,False
48,115614,711.86,Female,San Diego,Clothing,UPI,True
31,100627,480.7,Male,Philadelphia,Sports,Debit Card,True
41,107132,520.06,Other,San Diego,Beauty,Debit Card,True
38,79695,323.04,Female,Chicago,Home,UPI,True
45,48700,214.83,Other,Dallas,Clothing,Credit Card,True
45,85970,355.4,Male,Dallas,Home,PayPal,True
43,58217,232.29,Male,Houston,Sports,UPI,True
53,65960,250.05,Other,Chicago,Sports,PayPal,False
43,113747,675.0,Male,San Jose,Sports,Debit Card,False
34,81686,330.56,Other,Phoenix,Sports,UPI,False
32,95592,442.64,Other,San Antonio,Clothing,UPI,True
19,56522,250.46,Other,San Antonio,Beauty,PayPal,True
34,105885,538.25,Male,Dallas,Electronics,Credit Card,False
51,70036,257.72,Other,San Jose,Clothing,Credit Card,False
38,84742,367.92,Female,Chicago,Clothing,Credit Card,True
45,72326,277.12,Female,San Diego,Sports,UPI,True
52,105027,524.11,Female,San Jose,Sports,UPI,False
46,97632,457.07,Other,Philadelphia,Electronics,UPI,False
47,121400,830.05,Other,Chicago,Sports,Debit Card,True
36,77334,312.75,Female,New York,Beauty,Credit Card,True
34,60969,237.19,Female,Los Angeles,Beauty,PayPal,True
44,120171,792.94,Female,Phoenix,Clothing,UPI,True
41,65989,251.21,Female,Dallas,Sports,Credit Card,False
37,75597,322.5,Other,Dallas,Home,PayPal,True
31,115563,684.13,Other,Dallas,Home,Credit Card,False
52,83859,353.3,Other,Dallas,Clothing,UPI,True
49,136252,1113.36,Other,San Jose,Electronics,PayPal,True
43,90605,401.95,Female,New York,Home,PayPal,True
45,119976,745.55,Female,San Diego,Clothing,PayPal,True
48,135021,1038.62,Male,San Diego,Beauty,Credit Card,True
41,71421,287.89,Male,Chicago,Clothing,Debit Card,True
54,92084,380.68,Other,Houston,Beauty,Debit Card,True
40,114908,703.66,Male,San Antonio,Clothing,Credit Card,False
45,86000,342.49,Male,Houston,Electronics,Debit Card,False
38,89843,403.65,Male,Los Angeles,Clothing,Debit Card,True
41,93721,385.1,Male,New York,Sports,Debit Card,False
48,124633,855.98,Other,Philadelphia,Clothing,Debit Card,True
47,79563,323.75,Female,New York,Beauty,PayPal,False
42,113342,655.23,Female,San Jose,Clothing,PayPal,False
35,108449,563.3,Male,Phoenix,Home,PayPal,False
42,91472,404.69,Other,Houston,Home,PayPal,False
41,99537,476.29,Other,Los Angeles,Clothing,PayPal,False
50,86520,364.78,Other,Dallas,Beauty,Credit Card,True
38,109505,597.69,Male,Los Angeles,Clothing,UPI,False
39,66888,274.83,Other,Chicago,Clothing,UPI,False
30,48242,220.6,Female,Phoenix,Electronics,UPI,True
47,58814,210.08,Other,Philadelphia,Home,PayPal,False
53,93551,403.14,Other,Philadelphia,Clothing,PayPal,False
32,71969,274.44,Other,Los Angeles,Home,Credit Card,True
48,92039,373.58,Female,New York,Clothing,UPI,True
46,106249,548.99,Other,Houston,Beauty,UPI,True
39,70111,248.17,Other,Phoenix,Home,Debit Card,False
33,80642,329.4,Male,New York,Home,UPI,True
26,67365,290.94,Male,Los Angeles,Home,PayPal,True
48,120662,809.87,Other,San Diego,Home,PayPal,False
34,61495,236.43,Female,Dallas,Beauty,UPI,True
43,119506,753.29,Other,San Jose,Clothing,PayPal,False
36,71619,271.43,Male,San Jose,Home,UPI,False
35,121269,802.43,Male,San Jose,Clothing,Credit Card,False
38,67453,280.86,Female,Dallas,Sports,Credit Card,True
45,97398,425.54,Male,Philadelphia,Electronics,UPI,False
35,81082,322.21,Female,Chicago,Electronics,PayPal,True
45,70399,258.13,Male,Dallas,Home,Credit Card,False
42,89066,370.05,Male,San Jose,Home,PayPal,False
50,58318,222.03,Female,Dallas,Clothing,Debit Card,False
42,130243,1038.93,Other,Phoenix,Sports,Credit Card,False
38,53846,223.29,Male,New York,Home,UPI,False
37,55660,227.21,Female,Chicago,Beauty,PayPal,True
38,73987,295.69,Male,Chicago,Beauty,Credit Card,False
51,118198,699.74,Female,New York,Electronics,Credit Card,False
55,95440,441.12,Male,San Jose,Electronics,PayPal,True
45,72815,300.36,Male,Chicago,Beauty,Debit Card,True
43,91225,394.91,Male,New York,Home,UPI,False
42,75012,298.74,Other,Los Angeles,Clothing,PayPal,True
44,102450,486.11,Other,Philadelphia,Beauty,PayPal,True
34,53152,218.4,Male,Phoenix,Clothing,Debit Card,True
33,71844,261.12,Male,Dallas,Clothing,PayPal,True
46,116781,662.4,Female,Dallas,Sports,Credit Card,True
42,51027,222.07,Other,Houston,Clothing,UPI,False
45,92344,377.42,Other,New York,Beauty,PayPal,False
45,106776,549.27,Male,Dallas,Sports,UPI,True
45,96052,414.33,Female,Houston,Sports,PayPal,False
59,45329,161.44,Female,New York,Sports,Debit Card,True
36,92219,408.28,Male,San Antonio,Clothing,PayPal,False
46,97407,408.95,Other,New York,Electronics,UPI,True
54,73131,280.71,Female,Chicago,Clothing,Credit Card,True
48,118274,760.85,Other,Los Angeles,Home,Credit Card,False
39,106968,558.66,Male,Philadelphia,Home,Debit Card,False
47,84047,336.79,Other,New York,Electronics,PayPal,True
34,133268,1047.11,Female,New York,Home,PayPal,False
46,75569,293.95,Female,San Jose,Sports,Debit Card,True
30,132113,967.52,Male,Phoenix,Home,PayPal,True
38,82686,337.35,Female,New York,Beauty,Debit Card,False
36,65322,258.84,Male,Houston,Home,Credit Card,False
43,79365,310.05,Female,San Diego,Beauty,Debit Card,False
42,51442,204.17,Female,San Diego,Clothing,UPI,False
37,58956,237.68,Female,San Antonio,Clothing,Credit Card,True
28,97847,447.15,Male,San Antonio,Beauty,Credit Card,True
38,128642,977.71,Male,San Jose,Beauty,PayPal,False
41,83296,351.16,Other,New York,Home,Debit Card,False
31,60894,242.77,Male,New York,Electronics,PayPal,False
38,96323,419.76,Female,Los Angeles,Electronics,UPI,True
40,127895,1021.72,Female,San Antonio,Home,Credit Card,False
40,105429,525.73,Female,Dallas,Electronics,UPI,True
51,87033,369.14,Other,San Jose,Home,Credit Card,True
44,78365,309.78,Male,New York,Clothing,UPI,True
47,108040,616.01,Male,Los Angeles,Electronics,Credit Card,False
52,92726,398.31,Other,San Jose,Beauty,UPI,True
38,119246,745.95,Male,San Jose,Clothing,UPI,True
43,103258,467.31,Male,San Antonio,Clothing,Debit Card,True
33,96802,446.56,Other,San Antonio,Beauty,Credit Card,True
28,81989,361.08,Male,San Diego,Home,Credit Card,True
55,100093,456.83,Other,Los Angeles,Home,UPI,True
46,90544,365.42,Other,San Diego,Clothing,UPI,False
39,55294,223.38,Male,San Antonio,Home,Debit Card,False
56,126590,943.64,Other,San Antonio,Home,PayPal,True
42,100735,465.0,Female,Los Angeles,Clothing,UPI,True
35,90055,371.88,Male,New York,Electronics,UPI,False
41,125481,881.9,Other,Houston,Home,Credit Card,True
43,81058,321.72,Male,Philadelphia,Beauty,Credit Card,True
40,97123,429.46,Other,New York,Electronics,Debit Card,False
44,83746,348.44,Male,Los Angeles,Home,Debit Card,False
39,75187,307.13,Male,San Antonio,Sports,Debit Card,False
27,44071,198.89,Other,Philadelphia,Electronics,Debit Card,True
36,56095,225.45,Female,Dallas,Sports,Debit Card,True
28,90390,403.95,Other,New York,Electronics,Credit Card,True
33,124782,821.6,Female,Los Angeles,Home,Credit Card,False
48,90081,390.52,Other,New York,Electronics,PayPal,True
46,73062,280.86,Female,New York,Sports,UPI,False
42,66424,256.77,Male,Chicago,Sports,Credit Card,False
36,102387,510.56,Other,San Jose,Sports,Credit Card,True
43,94770,426.05,Female,Philadelphia,Home,UPI,False
39,68501,261.29,Female,New York,Sports,Credit Card,True
36,49751,215.81,Female,Phoenix,Sports,Debit Card,False
36,45714,207.63,Female,Los Angeles,Electronics,Credit Card,True
43,121791,809.99,Female,Chicago,Home,Debit Card,True
53,92913,408.75,Other,Philadelphia,Home,Credit Card,True
51,80732,324.02,Other,New York,Clothing,Credit Card,False
48,123882,888.44,Other,Philadelphia,Beauty,PayPal,True
40,110266,627.19,Other,San Diego,Electronics,PayPal,True
36,75076,293.23,Male,New York,Beauty,Debit Card,True
47,79472,310.35,Female,Phoenix,Electronics,Debit Card,False
29,84903,362.25,Female,Dallas,Beauty,Debit Card,False
35,110118,577.02,Other,San Diego,Beauty,Debit Card,True
48,83436,330.24,Female,Chicago,Home,Debit Card,True
42,54415,233.92,Other,Dallas,Electronics,Credit Card,False
50,101196,465.26,Other,San Antonio,Home,UPI,True
42,118096,757.06,Other,Philadelphia,Home,Credit Card,False
41,76262,312.78,Female,Philadelphia,Home,Credit Card,False
38,79483,311.63,Other,Philadelphia,Sports,Credit Card,False
43,84422,330.71,Female,San Antonio,Home,Debit Card,False
55,64210,251.78,Other,Dallas,Clothing,UPI,True
52,75544,315.06,Female,San Jose,Beauty,UPI,False
45,80495,328.33,Other,San Jose,Clothing,PayPal,False
28,68999,289.21,Female,San Jose,Electronics,UPI,False
33,66409,267.92,Male,San Diego,Sports,Debit Card,False
30,91603,413.52,Other,Dallas,Electronics,Debit Card,False
39,103134,507.47,Male,Phoenix,Electronics,UPI,True
35,78109,325.62,Female,San Jose,Beauty,Debit Card,True
41,71600,279.79,Female,Chicago,Clothing,Credit Card,True
50,127430,905.46,Female,San Jose,Clothing,Credit Card,False
33,114400,632.63,Female,Los Angeles,Electronics,Debit Card,True
51,107267,539.02,Other,Dallas,Sports,PayPal,False
43,73613,266.4,Other,Houston,Clothing,Credit Card,True
39,71783,286.94,Female,Dallas,Electronics,PayPal,True
41,122357,846.13,Male,Los Angeles,Electronics,PayPal,False
48,70825,263.7,Male,San Diego,Electronics,PayPal,False
46,85115,333.33,Other,San Jose,Electronics,PayPal,True
44,74882,289.28,Other,San Diego,Clothing,UPI,True
38,94200,403.28,Other,Philadelphia,Home,PayPal,True
31,68964,257.19,Other,New York,Sports,Debit Card,True
28,63677,247.35,Other,Dallas,Sports,Credit Card,True
47,106627,569.94,Male,New York,Beauty,Debit Card,False
37,82925,334.77,Male,San Diego,Electronics,PayPal,True
49,111949,639.75,Male,Dallas,Electronics,Credit Card,True
45,116459,702.07,Female,Dallas,Beauty,Debit Card,True
47,120160,775.46,Male,Los Angeles,Beauty,Credit Card,True
51,63514,253.7,Other,Dallas,Home,UPI,False
31,133722,1053.85,Male,New York,Electronics,Credit Card,True
53,115799,739.53,Male,Chicago,Sports,Credit Card,False
37,90117,378.02,Other,Dallas,Electronics,Debit Card,True
50,105351,558.93,Male,Chicago,Home,Credit Card,True
42,57248,231.97,Female,Houston,Home,Debit Card,True
44,120289,806.56,Other,Dallas,Home,Debit Card,False
37,49473,213.66,Female,San Diego,Sports,PayPal,False
37,57260,242.74,Other,Chicago,Sports,Credit Card,True
36,75717,301.76,Male,San Diego,Sports,Debit Card,True
52,113620,670.29,Other,San Antonio,Sports,UPI,False
44,70090,261.48,Male,New York,Clothing,UPI,True
50,110364,625.73,Female,Houston,Beauty,PayPal,True
42,100755,481.35,Male,Dallas,Clothing,UPI,True
47,104090,507.08,Male,Phoenix,Electronics,PayPal,False
39,92018,398.67,Other,New York,Sports,UPI,True
32,115546,659.1,Male,San Jose,Home,UPI,False
42,107580,548.15,Male,Phoenix,Electronics,UPI,True
39,88399,361.86,Male,Houston,Home,Debit Card,True
47,115749,720.69,Male,Houston,Sports,Debit Card,False
40,79240,340.31,Other,New York,Home,Debit Card,True
41,99493,443.41,Male,New York,Beauty,UPI,True
35,79994,342.09,Female,Phoenix,Electronics,Debit Card,False
51,103849,534.02,Male,Los Angeles,Beauty,PayPal,True
52,78732,320.23,Male,San Diego,Sports,PayPal,False
57,95962,433.49,Female,San Jose,Beauty,UPI,False
45,66274,267.84,Male,Dallas,Beauty,PayPal,False
40,97332,450.7,Male,Philadelphia,Home,PayPal,False
33,99050,474.3,Female,San Antonio,Electronics,Debit Card,False
41,46622,204.37,Other,Los Angeles,Sports,PayPal,False
46,91418,374.8,Male,Los Angeles,Clothing,PayPal,True
46,74731,291.13,Male,New York,Sports,UPI,True
46,95965,405.73,Other,New York,Electronics,PayPal,False
31,64410,256.88,Male,San Diego,Clothing,Debit Card,False
43,102148,504.3,Other,Los Angeles,Home,UPI,False
46,67801,269.3,Other,Chicago,Sports,Debit Card,False
36,85211,351.29,Male,San Jose,Clothing,UPI,True
40,83179,337.46,Female,San Diego,Beauty,Credit Card,False
35,69246,267.97,Other,New York,Beauty,Debit Card,False
48,117401,764.71,Female,San Diego,Clothing,Credit Card,False
41,63656,245.44,Other,Phoenix,Electronics,UPI,False
51,51685,207.0,Male,San Antonio,Clothing,PayPal,False
39,90674,374.46,Female,San Antonio,Home,UPI,True
44,75253,296.08,Female,Philadelphia,Electronics,Credit Card,False
58,112910,679.96,Female,Dallas,Sports,UPI,False
37,72789,289.52,Female,New York,Beauty,Credit Card,True
38,68620,277.2,Male,New York,Clothing,Debit Card,False
45,114048,712.28,Male,Philadelphia,Beauty,PayPal,True
43,119931,835.58,Female,Dallas,Electronics,UPI,True
34,78293,335.81,Male,San Antonio,Home,Debit Card,True
38,70096,309.49,Male,Philadelphia,Electronics,Debit Card,True
48,112202,618.74,Male,San Jose,Beauty,UPI,False
39,76409,277.55,Other,San Diego,Sports,Credit Card,True
50,122885,935.92,Other,Phoenix,Home,Debit Card,True
46,93923,400.42,Other,Philadelphia,Sports,UPI,False
43,99258,455.34,Female,San Jose,Clothing,UPI,True
43,47627,194.1,Female,Philadelphia,Clothing,PayPal,False
36,74970,304.58,Other,Phoenix,Sports,PayPal,False
35,68288,233.45,Male,San Antonio,Electronics,UPI,True
37,61728,250.49,Male,New York,Home,UPI,False
51,97987,414.97,Other,San Diego,Clothing,PayPal,False
49,115213,754.05,Other,Dallas,Beauty,Credit Card,True
40,55392,229.93,Male,San Antonio,Electronics,PayPal,False
45,70037,257.48,Other,Houston,Electronics,UPI,False
47,60638,225.15,Male,Philadelphia,Sports,Credit Card,False
40,66459,279.18,Female,New York,Clothing,Debit Card,True
48,90486,389.51,Male,Chicago,Beauty,PayPal,True
37,97195,464.44,Other,San Jose,Clothing,Debit Card,True
41,112376,638.05,Other,Dallas,Sports,PayPal,True
48,81542,324.63,Male,San Jose,Sports,UPI,True
41,80516,328.36,Female,Chicago,Home,Debit Card,False
49,80376,304.79,Male,New York,Sports,UPI,True
39,82441,322.14,Female,Houston,Sports,PayPal,False
39,74307,299.66,Other,San Antonio,Sports,Debit Card,True
40,111948,628.91,Female,San Diego,Beauty,PayPal,True
30,52226,232.6,Female,Phoenix,Electronics,UPI,False
46,78408,312.11,Female,Houston,Clothing,PayPal,True
45,92891,404.21,Male,San Antonio,Beauty,Debit Card,False
47,104137,507.45,Female,San Antonio,Electronics,Debit Card,True
39,118543,753.35,Other,Phoenix,Sports,PayPal,False
38,80645,328.64,Female,San Jose,Beauty,Credit Card,False
46,97046,428.71,Other,New York,Clothing,Debit Card,True
45,135455,1112.39,Male,Dallas,Home,UPI,False
37,78313,341.44,Other,Houston,Clothing,Credit Card,True
37,59634,259.83,Male,San Antonio,Sports,UPI,False
41,95330,411.62,Female,Chicago,Electronics,Credit Card,True
34,64771,259.38,Male,Houston,Electronics,Debit Card,False
42,107226,546.69,Female,Houston,Sports,Debit Card,True
37,79169,332.14,Male,Dallas,Beauty,UPI,True
51,103295,506.13,Other,Dallas,Home,UPI,False
49,100949,498.55,Male,San Jose,Home,PayPal,True
44,113524,624.27,Male,San Diego,Sports,Credit Card,True
31,67938,267.76,Other,San Jose,Electronics,Credit Card,False
42,65035,262.75,Other,Los Angeles,Home,Credit Card,False
32,76393,318.61,Other,Phoenix,Home,PayPal,True
46,121060,867.45,Other,Phoenix,Home,Credit Card,False
42,90904,376.03,Male,Los Angeles,Home,Debit Card,False
42,75174,288.31,Female,Chicago,Electronics,PayPal,False
52,88150,367.37,Female,New York,Electronics,UPI,False
40,97781,440.81,Other,Philadelphia,Beauty,PayPal,True
47,126821,985.62,Male,New York,Clothing,UPI,True
42,84893,347.91,Male,New York,Sports,Credit Card,False
33,112816,651.35,Other,San Antonio,Electronics,PayPal,False
49,75467,301.92,Other,Philadelphia,Sports,PayPal,True
29,72093,298.45,Male,Dallas,Home,PayPal,True
42,66409,275.11,Male,Los Angeles,Electronics,Debit Card,True
33,104932,521.19,Other,Los Angeles,Clothing,Credit Card,False
36,110733,623.04,Female,New York,Beauty,Credit Card,False
48,84897,347.44,Male,Chicago,Beauty,PayPal,False
39,115543,707.34,Other,San Antonio,Sports,UPI,False
39,93348,433.49,Female,Chicago,Home,Credit Card,False
60,118057,801.98,Female,Dallas,Home,UPI,True
41,74499,303.07,Other,San Antonio,Beauty,Debit Card,False
35,67708,296.58,Female,San Antonio,Beauty,Debit Card,True
42,102710,467.15,Male,San Jose,Sports,PayPal,True
43,102449,501.39,Female,San Diego,Beauty,UPI,False
32,66957,281.88,Other,Philadelphia,Sports,UPI,True
51,76428,289.1,Male,Houston,Clothing,UPI,False
45,110876,580.12,Male,Dallas,Beauty,Credit Card,False
45,98160,438.13,Other,San Diego,Beauty,Debit Card,False
54,89285,362.9,Male,Houston,Home,PayPal,False
35,122419,854.43,Other,Chicago,Sports,Credit Card,False
51,67963,263.23,Male,Philadelphia,Home,Credit Card,False
40,71911,295.33,Other,New York,Home,Credit Card,True
47,74525,289.36,Other,Philadelphia,Clothing,PayPal,True
38,95611,425.15,Other,San Jose,Electronics,PayPal,False
42,114494,694.26,Other,San Jose,Home,Debit Card,True
46,108629,571.96,Male,San Jose,Home,PayPal,False
45,85081,348.7,Female,Los Angeles,Clothing,UPI,True
53,69515,252.8,Other,Dallas,Home,PayPal,False
37,73504,285.15,Other,San Antonio,Electronics,PayPal,True
39,113122,630.23,Other,Phoenix,Clothing,UPI,True
48,115867,724.8,Female,San Diego,Home,UPI,True
41,70774,291.16,Female,Chicago,Home,Debit Card,False
38,76849,314.42,Female,Phoenix,Home,UPI,True
53,98989,443.91,Other,Dallas,Clothing,UPI,False
41,88189,378.1,Male,Dallas,Home,Debit Card,False
39,62325,240.95,Other,Dallas,Sports,Credit Card,True
49,117663,686.17,Male,Chicago,Electronics,Debit Card,False
42,108625,563.45,Female,Dallas,Beauty,PayPal,False
43,85052,353.7,Male,Houston,Clothing,PayPal,False
48,55335,218.31,Male,Philadelphia,Clothing,Credit Card,False
38,46731,200.87,Female,Los Angeles,Sports,Credit Card,True
46,63825,259.42,Male,New York,Clothing,Debit Card,True
45,122421,839.1,Female,Philadelphia,Home,Debit Card,False
50,90427,371.73,Female,Chicago,Beauty,Credit Card,False
52,66154,231.15,Female,Dallas,Clothing,Credit Card,True
32,69729,274.33,Female,Los Angeles,Beauty,PayPal,True
46,130101,1003.83,Other,San Jose,Sports,UPI,False
28,64949,284.97,Female,Phoenix,Beauty,Credit Card,False
37,83914,352.94,Female,Philadelphia,Home,Debit Card,False
33,71329,283.34,Other,Phoenix,Clothing,UPI,True
41,107282,582.36,Other,New York,Home,Debit Card,True
32,75850,320.86,Male,Dallas,Electronics,Debit Card,False
35,85741,374.86,Male,New York,Home,Debit Card,False
38,103830,516.53,Male,Philadelphia,Sports,Debit Card,True
49,69177,251.93,Male,Chicago,Home,UPI,False
39,111520,615.31,Female,Philadelphia,Clothing,Credit Card,False
49,113587,642.96,Male,San Jose,Clothing,UPI,True
47,110479,589.85,Male,San Diego,Beauty,Credit Card,True
30,110545,589.64,Other,Houston,Electronics,Credit Card,True
46,82251,345.43,Male,Houston,Beauty,Credit Card,True
